Date,ChfEuroExchangerateMonthlyAverage,ChfEuroExchangerateMonthlyEnd,ChfDollarExchangerateMonthlyAverage,ChfDollarExchangerateMonthlyEnd,ForeignCurrencyInvestments,GoldHoldings,ReservePositionsIMF,CHFsecurities,MonetaryAssistanceLoans,OtherAssets,TotalAssets,ConsumerPriceIndex,BusinessConfidenceIndex,CallMoneyRate,EuroGDP,SwissGDP
2008-04,1.5954,1.6141,1.0125,1.0372,46843.31803673,32854.21216009,370.9424723,3831.19518311,249.38226001,548.92462812,122099.61755385,2.283981,101.8741,1.83,2419078.2,150099.3
2008-05,1.6245,1.6275,1.0435,1.0514,47494.51442326,32513.42714062,433.98125065,3836.71052475,253.80513041,832.99277886,131573.64556703,2.8555,101.7647,1.95,2417974.61331425,150525.834651247
2008-06,1.6138,1.6057,1.0373,1.0155,47778.62115857,32848.2221231,425.67253039,3774.3396203,292.15233531,1099.14740064,136926.98541917,2.911658,101.5345,1.82,2415673.94006688,150669.593482695
2008-07,1.6186,1.6345,1.0261,1.047,46725.30286009,32408.63703331,424.83367804,3714.2993727,291.01883651,845.69437856,132150.60844502,3.074772,101.2873,1.97,2412138,150472
2008-08,1.6204,1.6134,1.0839,1.0935,47866.58148811,32013.12538533,424.93367804,3679.4707158,291.01883651,848.06677667,131076.89009385,2.921472,100.9754,1.98,2406909.00262227,149908.805830164
2008-09,1.5945,1.5781,1.1097,1.0986,49664.88182926,32862.66120685,459.25226078,3751.91132653,302.51091798,863.18072395,163643.90115742,2.927221,100.5072,1.7,2397850.71650846,149093.075085581
2008-10,1.5202,1.4629,1.1421,1.1489,49246.76449135,32812.00697688,458.37634643,3655.61445888,299.57452488,818.41372207,191405.82361167,2.598069,99.89877,0.3,2382407.3,148172.2
2008-11,1.5152,1.5478,1.1894,1.2026,47939.36140324,32812.00450259,767.33814799,3584.82221726,298.38525248,806.56730139,196357.04122052,1.452157,99.18888,0.05,2359648.36508562,147283.930916988
2008-12,1.5397,1.4873,1.1463,1.0562,47428.75508128,30861.60482998,724.7414325,3596.7295089,326.26762474,3467.9081074,214322.63245416,0.7010068,98.48872,0.01,2335145.33834364,146527.450619419
2009-01,1.494,1.4866,1.1287,1.1552,46451.52872245,30829.8059183,786.98575692,3529.94883865,317.59467339,821.65486274,193481.96532681,0.13908,97.82565,0,2316095.1,145992.3
2009-02,1.4905,1.4852,1.1651,1.1722,46470.09210306,30835.43923201,786.98575692,3531.44789947,313.88045599,830.89788871,201274.77000654,0.2375163,97.16973,0,2307727.81110944,145746.951983368
2009-03,1.5068,1.516,1.1553,1.1415,55846.18730751,34898.82549548,794.22520524,4684.41133975,327.09018615,1214.15418374,238621.01001867,-0.4241361,96.71212,0.05,2307406.75604281,145775.607621923
2009-04,1.5151,1.5103,1.1482,1.1306,55764.49945974,34863.58580013,793.75071879,5364.84157319,325.89764495,806.99685925,245363.12393273,-0.3337536,96.55392,0.05,2310528.5,146041.4
2009-05,1.5118,1.5135,1.1086,1.0808,57284.68307085,34863.45955773,1110.2544568,5839.74935853,336.5974768,801.48345515,236235.03427234,-0.961154,96.66705,0.05,2313453.50899519,146488.750038428
2009-06,1.5145,1.5241,1.081,1.0815,81706.31634186,33882.10379436,1092.94839685,6239.3471195,343.44276307,806.09936624,242176.49398717,-0.9510052,96.8921,0.05,2316397.85229991,146987.230004001
2009-07,1.5202,1.5342,1.0796,1.0883,81485.16295302,33849.92247872,1092.35715955,6287.42261562,332.3876388,816.40302221,216500.95456031,-1.177709,97.2033,0.05,2320541.5,147387.7
2009-08,1.524,1.5162,1.0689,1.0618,81705.70527085,33816.32246384,1092.44398614,6289.29910138,340.9080017,821.1550375,220004.82804074,-0.8100511,97.53338,0.05,2326561.46031719,147595.866381436
2009-09,1.5148,1.5096,1.0406,1.0327,82105.19364741,34669.8133713,1241.9382228,6677.8331291,339.03874032,888.37350245,205727.98984942,-0.9224877,97.94824,0.05,2333122.89401681,147736.820510223
2009-10,1.514,1.5102,1.0216,1.0178,90061.34527015,34640.04818893,1241.55324575,6516.65815026,338.32569632,790.25132488,208561.20555241,-0.8336549,98.36162,0.05,2338388,147990.5
2009-11,1.5104,1.5073,1.0123,1.0018,95202.84178041,34554.41599028,1241.55324575,6464.10711363,337.22607512,790.11130256,212433.46053626,0.02391149,98.77603,0.05,2341266.60158786,148481.254806197
2009-12,1.5025,1.4844,1.0283,1.0293,94680.21474754,38185.63005709,1230.76371367,6542.71562535,348.85955356,836.31490169,207263.83132262,0.2826881,99.16017,0.05,2343659.01978103,149111.084251405
2010-01,1.4767,1.4678,1.0337,1.0504,93894.82456642,38118.59982722,1230.37090332,6440.34014146,345.08070896,788.69325173,195312.58993231,1.023746,99.4974,0.05,2348213.2,149726.4
2010-02,1.4673,1.4633,1.0715,1.0772,108929.83720612,38058.54524162,1230.37090332,6438.14901161,361.39175906,773.03414408,195565.22674404,0.9327145,99.83177,0.05,2356694.88518319,150208.510690069
2010-03,1.4484,1.4308,1.0668,1.0646,125088.59055696,39450.11395519,1210.56555083,6593.99412035,360.3057081,788.38689092,208904.08568229,1.39971,100.0969,0.05,2367341.00834059,150578.312854529
2010-04,1.4339,1.4348,1.0684,1.0793,153581.59703753,39338.98525978,1175.82657223,6455.17139916,363.4930039,766.90013803,227301.16561343,1.372658,100.3679,0.05,2377506.3,150891.6
2010-05,1.4199,1.4231,1.1284,1.1564,238786.4459045,39085.12581176,1175.82657223,6020.23379617,362.3668967,778.9639639,308575.42020595,1.106686,100.5718,0.02,2385184.63545712,151201.713544634
2010-06,1.3774,1.3225,1.1282,1.081,226657.73923912,45018.00624792,1139.37802716,5635.9698147,355.24132746,835.35555157,301942.95497879,0.4863281,100.7881,0.03,2390926.46907888,151552.186552702
2010-07,1.3471,1.3531,1.0549,1.0378,221375.36436454,45002.45941598,1139.09206286,3806.92349219,351.79206666,767.54581755,294361.50935307,0.4184842,100.9929,0.05,2395921.4,151984.1
2010-08,1.3428,1.2936,1.0398,1.0203,219300.40719707,45001.9816136,1139.09206286,3447.96549932,351.79206666,772.42723227,292378.35022078,0.2935003,101.1673,0.08,2401231.376692,152513.516612872
2010-09,1.3085,1.3302,1.0023,0.9772,216822.5226733,42723.70281961,1121.90912255,3523.8245312,335.41888237,852.59541324,284842.25428213,0.2830119,101.2896,0.08,2407407.74497354,153056.426119849
2010-10,1.3461,1.3687,0.9685,0.989,213725.45864249,42717.71492769,1121.58413125,3481.93089195,334.97132192,762.99225365,281244.02561151,0.1939616,101.4546,0.05,2414874.2,153503.8
2010-11,1.3445,1.2996,0.9831,0.9987,213774.52116338,42671.38759732,1121.58413125,3479.15121217,333.92934432,764.73332554,280346.37082282,0.2411068,101.5765,0.04,2423674.74296004,153784.842226096
2010-12,1.2806,1.2507,0.9683,0.9366,203809.64364578,43987.90253325,1067.66972703,3497.37389045,300.3524834,835.5059627,269954.86342904,0.519572,101.6217,0.04,2432334.59917516,153981.686745683
2011-01,1.2779,1.2852,0.9569,0.9427,209902.76382108,41742.08495713,1267.99627955,3413.11202269,306.23096698,768.11487896,273666.93355459,0.2784839,101.5783,0.04,2438999.3,154214.7
2011-02,1.2966,1.2806,0.9499,0.9261,208326.08635044,43836.85862675,1256.98052949,3460.67083635,303.57000519,768.3938042,273417.47945054,0.5102031,101.5155,0.04,2442442.10331966,154555.451519779
2011-03,1.2879,1.29873,0.9197,0.91544,211918.05085132,43999.3533064,1313.57990275,3455.00939615,300.89340813,815.46703184,276391.54744396,1.004265,101.5629,0.04,2443947.17314068,154880.323193716
2011-04,1.2978,1.2899,0.8987,0.86892,208396.21806311,44500.37506808,1306.5287522,3425.11439644,294.04875127,743.09978491,272405.04179288,0.2588865,101.5214,0.04,2445426.4,155016.9
2011-05,1.254,1.226,0.8735,0.85053,203385.29776859,43871.47403436,2021.90081456,3401.19582775,287.00075112,770.65108589,266670.34460756,0.3690573,101.3511,0.09,2448258.77339095,154859.696139233
2011-06,1.2093,1.208,0.8403,0.83409,196848.79817965,42437.696453,1970.59708555,3524.91591455,281.48129809,807.71623344,258137.98017275,0.5641826,101.0656,0.09,2451691.6786325,154570.942701674
2011-07,1.1778,1.1454,0.8244,0.80174,188734.83543781,42838.5312528,2231.93921588,3484.80098597,269.64899718,780.97947906,249593.38346876,0.4720441,100.6379,0.05,2454439.6,154379.8
2011-08,1.1205,1.1722,0.7812,0.8118,280981.98881401,48875.20769598,2270.064259,3488.03781169,274.24222501,784.20433928,365572.69196433,0.1922175,100.1812,-0.29,2455590.09200542,154454.049108476
2011-09,1.201,1.21932,0.8723,0.9006,305281.47747701,48980.8062135,2880.14549017,3629.39241625,298.13544634,902.94495803,381459.11689983,0.4857559,99.82031,0.02,2455722.99010711,154715.954147735
2011-10,1.2298,1.21964,0.8975,0.8711,261815.38170465,50164.22288351,2781.64527637,3616.88094606,289.87078144,756.33833295,356453.60221212,-0.1125024,99.57413,0.05,2455791.2,155026.4
2011-11,1.2315,1.226,0.9082,0.9226,261949.74884143,53123.08033147,2875.25765371,3609.14714297,298.46493567,748.84582126,367759.09729131,-0.5257328,99.41341,0.05,2456485.13266144,155265.981500938
2011-12,1.2276,1.2158,0.9316,0.9403,257504.16526436,49379.94087826,3134.5257471,3675.10883505,301.37473411,979.63005496,346079.32865519,-0.7147083,99.35159,0.07,2457445.22019834,155394.133299981
2012-01,1.2111,1.20571,0.9378,0.9138,247484.02849663,53493.98605956,3068.54547195,3564.35587444,296.13433847,764.84328228,345971.80978695,-0.789483,99.39249,0.01,2458049.4,155390
2012-02,1.2072,1.20534,0.9119,0.8955,241236.63539293,53442.69266217,3008.83914093,3592.80095244,290.47572054,762.39794183,339141.18367105,-0.8835077,99.53223,0.03,2457901.50697845,155259.51377666
2012-03,1.2063,1.2048,0.9133,0.903,245498.52937936,50140.35423343,3099.2311703,3677.18741185,290.57482976,818.15565475,339872.51751785,-0.9542573,99.68977,0.05,2457508.96613658,155115.757096787
2012-04,1.2022,1.20129,0.9136,0.9073,247218.3725906,50273.71797531,3487.68859352,3595.40712697,288.908093,768.88754145,335771.16455857,-0.9896104,99.72349,0.02,2457605.1,155098.6
2012-05,1.2012,1.20105,0.9377,0.9675,306147.79687211,50760.95476879,3490.36186831,3621.97691765,298.52912842,779.14674983,378472.4215321,-1.01359,99.69294,0,2458665.63942477,155305.622651681
2012-06,1.201,1.20128,0.9584,0.9555,365055.74619524,50637.89742844,3193.03864814,3713.38119035,295.10249001,894.15569176,434784.71985559,-1.053698,99.69767,0,2460135.94858869,155665.245720278
2012-07,1.201,1.20105,0.9766,0.9796,409188.55186996,53105.18563623,3131.76660041,3678.94862718,300.58834533,1690.24804196,481873.68697719,-0.7141086,99.74416,0,2461203.8,156063.6
2012-08,1.2011,1.20085,0.9685,0.9579,421573.44806011,52858.28767264,3001.82123006,3706.97565884,296.52138693,794.56251213,492544.32273406,-0.452998,99.78102,-0.05,2461263.39087804,156403.154875873
2012-09,1.2089,1.2098,0.9405,0.9351,429917.70986329,55595.3547732,2983.61622364,3787.27417055,294.33744472,1005.44852832,503601.61204462,-0.4113652,99.68462,0.01,2460534.61728645,156651.734096176
2012-10,1.2098,1.20774,0.9328,0.9287,426769.452621,53474.60370391,2891.38899809,3744.60629424,288.45947739,913.71588944,497690.98550691,-0.22223,99.56535,0.01,2459443.8,156793.5
2012-11,1.2052,1.20443,0.9392,0.925,428253.0958781,53484.86238909,3014.58992936,3727.10714928,284.09750793,899.66658879,498849.87311252,-0.3754671,99.53732,-0.05,2458536.70447049,156838.083770751
2012-12,1.2091,1.2072,0.9216,0.9153,432208.90362926,50771.50561342,2804.17307487,3757.1071451,279.07139152,985.82225804,499433.740628,-0.43446,99.62653,-0.2,2458836.87485808,156896.991969092
2013-01,1.228,1.23542,0.9241,0.9109,435882.72971618,50796.9199732,2837.90185229,3720.66822712,278.72307393,898.24547902,502690.39100269,-0.2696843,99.83784,-0.15,2461487.3,157107.2
2013-02,1.2298,1.22002,0.9202,0.9298,439066.21153141,49510.37929493,2871.32775667,3756.40944868,279.99234081,910.82370415,504229.48171601,-0.2561671,99.96731,-0.2,2467114.51346221,157555.573004086
2013-03,1.2264,1.21708,0.946,0.9495,445585.24934934,50716.83585165,2741.42246338,3742.93794366,281.26291775,1024.99506034,511720.5563397,-0.5936288,99.93147,-0.1,2474279.22772566,158128.535064495
2013-04,1.2198,1.2252,0.9377,0.9379,444254.58316524,45744.67653504,2673.07591207,3731.27173584,273.67762912,956.06851165,504877.8998619,-0.6343441,99.876,0.06,2481025.7,158662.4
2013-05,1.2406,1.24137,0.955,0.954,448348.55505189,44805.04006616,2483.70134996,3708.96144377,273.00725634,961.21103241,507143.77800087,-0.5073508,99.8579,-0.03,2485865.65279177,159029.976064754
2013-06,1.2326,1.23481,0.9343,0.9463,438177.4495917,37617.61242651,2562.97153691,3658.07664499,269.14812094,1050.97936221,488867.59618023,-0.1279547,99.88975,-0.03,2489180.66979486,159250.049254411
2013-07,1.2364,1.23092,0.9452,0.9263,444348.93761447,41016.32389091,2515.59560839,3667.8565909,266.98472275,956.16261942,497775.7919981,-0.002752338,99.97472,0.01,2491819.8,159377.9
2013-08,1.2334,1.23157,0.9264,0.9302,443418.70346014,43439.09278507,2375.98906661,3641.5923976,266.72006325,956.36029152,498485.60164293,-0.04454233,100.0677,-0.2,2494559.05314849,159463.615329489
2013-09,1.2338,1.2223,0.9244,0.9052,443070.61319166,40108.03628175,2402.32180755,3713.51663665,261.39331523,1036.08249767,494905.69511871,-0.05538238,100.1745,-0.05,2497882.28198382,159536.508658601
2013-10,1.2314,1.2331,0.9027,0.9001,446798.24922815,40164.34931251,2245.32820328,3667.31153994,258.38938913,965.41208497,498460.53050195,-0.2552282,100.2922,-0.15,2502200.3,159620.7
2013-11,1.2319,1.23227,0.9128,0.9051,446420.24634472,37844.1875329,2317.62328037,3638.11592047,250.55861625,956.7317788,495771.47815078,0.07985541,100.4165,-0.08,2507651.01239204,159733.540395068
2013-12,1.2249,1.2264,0.8942,0.8908,443274.51771485,35564.96163437,2295.38419036,3689.88381807,244.2324653,1019.09451329,490381.96884095,0.06713167,100.5058,0.01,2513280.69115879,159865.305000073
2014-01,1.2312,1.22314,0.9035,0.9034,447978.38131789,37943.16648009,2272.44361028,3615.78565257,247.06524356,943.08481079,497353.01867437,0.05437877,100.5204,-0.12,2517862.7,159999.5
2014-02,1.2213,1.21603,0.8942,0.8857,442151.14404725,39189.62376131,2230.25533573,3628.11813461,242.47843829,927.36467165,492641.7743237,-0.1411062,100.5424,-0.15,2520607.05283888,160125.411979126
2014-03,1.2178,1.21993,0.8811,0.8869,445479.5600719,38199.49496771,2174.29225405,3743.08873115,242.03783774,1001.19966999,495115.52878801,0.002847425,100.5314,-0.15,2522470.36449217,160255.449118886
2014-04,1.2191,1.21947,0.8826,0.8839,447444.80279557,37939.27806139,2090.43041733,3739.08173571,237.61385522,919.89448796,496634.22999749,0.0379856,100.4321,-0.15,2524845.9,160407.8
2014-05,1.2204,1.22099,0.888,0.8974,451952.49572934,37508.36597566,2189.68352963,3722.90211531,233.81561328,951.9578125,500866.41557742,0.2207019,100.3359,-0.16,2528781.87254874,160599.441318055
2014-06,1.2181,1.21507,0.896,0.89,457215.85717265,39108.58361692,2275.4138774,3764.03536045,226.13745979,1097.09184887,507962.87823612,0.04966065,100.213,-0.15,2533946.2879096,160842.502228089
2014-07,1.215,1.21652,0.8969,0.9082,466618.09796664,39089.03805601,2299.55508616,3777.19667633,227.93276387,992.4870977,517329.23325485,0.03184936,100.0845,-0.15,2539662.1,161147.9
2014-08,1.2119,1.20607,0.9098,0.9151,471385.23632124,39380.83214089,2235.94603286,3747.66154835,227.80166443,997.40060387,522326.73692129,0.07161428,100.0275,-0.1,2545480.14215134,161506.063489393
2014-09,1.2077,1.20652,0.9354,0.9534,471452.30812977,38890.81586045,2232.99638134,3848.64186401,231.36965138,1036.44797868,522046.1397857,-0.08768015,100.0665,-0.1,2551862.76535093,161825.467894686
2014-10,1.2078,1.20588,0.9526,0.9598,475585.66581777,37518.94150457,2194.34559846,3813.74939972,228.46173768,1029.13807875,524740.11754735,-0.01266156,100.0831,-0.1,2559500.2,161994.1
2014-11,1.2026,1.20182,0.9646,0.9665,475727.83264443,38098.42207515,2131.5191785,3789.21812226,218.32101008,1007.08809031,525304.0716249,-0.05859243,100.0182,-0.1,2568751.21810513,161934.701020669
2014-12,1.2024,1.20253,0.9759,0.9894,510062.40675293,39629.62133313,2037.32704323,3978.34616919,213.31324837,867.05909294,561201.85941824,-0.3284491,99.85509,-2,2578648.75809412,161709.029896871
2015-01,1.0983,1.04424,0.9422,0.9231,507856.14870867,39141.97374336,1899.1158114,3857.44182574,192.3108524,847.47223542,557812.85290471,-0.4851975,99.53254,-1.75,2587894.3,161413.6
2015-02,1.0623,1.06676,0.9353,0.9502,519330.24447939,38542.14101926,1747.40829313,3877.57372316,195.59519735,818.20283318,568610.36607491,-0.8396546,99.13155,-1,2595451.5965392,161136.621316822
2015-03,1.0609,1.04547,0.9798,0.9744,531911.39044116,38612.42257007,1642.93493199,3898.43854625,202.50790468,1045.08003115,581347.321371,-0.8747237,99.00429,-1.5,2601333.49116151,160933.090295606
2015-04,1.0382,1.04929,0.9621,0.9361,536364.09496798,37242.95542552,1590.51708514,3892.68934043,195.98148304,883.75576828,584212.16794872,-1.122652,98.99564,-1,2605815.1,160849.7
2015-05,1.0398,1.03424,0.9316,0.9435,525478.93413693,37297.61527993,1542.70899355,3888.27317768,185.12565922,891.62990006,573293.99799545,-1.181789,99.00361,-1.25,2609344.84388617,160917.513712044
2015-06,1.0448,1.03768,0.9319,0.9314,529520.60955158,36422.88704886,1575.70646835,3876.22672225,176.83401131,1025.33791032,577025.16269132,-1.037265,99.02989,-1.15,2613064.36244505,161105.075587369
2015-07,1.0488,1.05362,0.953,0.9632,550669.75134269,35112.15599425,1490.36615965,3848.04974962,177.97186324,894.36118736,596703.2520016,-1.275927,99.18042,-1,2618288.6,161365.3
2015-08,1.0782,1.0793,0.9681,0.9625,557883.50790123,36422.60310438,1690.08315195,3869.47164097,179.38779804,907.22436059,605550.63413685,-1.402459,99.31134,-1.25,2625855.31680498,161645.390501667
2015-09,1.0918,1.09255,0.9716,0.9734,566181.92777136,36339.54160942,1625.88075232,3930.5489496,190.53792493,1037.44184984,613932.95673053,-1.443673,99.31494,-1,2634693.53683611,161869.707354917
2015-10,1.0879,1.08667,0.9681,0.9873,571928.69478851,37671.61996187,1590.53700115,3903.9956836,187.36282028,886.92666442,620824.93111911,-1.359866,99.29245,-0.9,2643255.1,161956.9
2015-11,1.083,1.09055,1.0087,1.0309,586970.51516337,36530.12726198,1669.61552942,3910.69201575,184.23580243,847.84561697,634877.27881183,-1.392509,99.27524,-1.1,2650308.38519017,161870.476133139
2015-12,1.083,1.08169,0.9958,0.9903,593234.09323195,35466.67673919,1608.40114019,3972.39022705,169.91761363,992.9786909,640151.80302469,-1.308355,99.279,-1,2655887.92724758,161753.376474444
2016-01,1.0932,1.11123,1.0054,1.0193,599758.5835548,38065.3178612,1644.09389255,3918.71538265,171.76740962,850.41262792,649287.24551603,-1.266732,99.34433,-1,2660344.8,161793.4
2016-02,1.1018,1.09145,0.993,0.9998,589812.64742041,41233.35042763,1396.52923684,3916.46144948,165.61506913,864.96805449,642152.37448988,-0.8284798,99.41695,-0.85,2664064.49058245,162110.675336148
2016-03,1.0921,1.09356,0.9833,0.9631,595374.62759202,39614.30294109,1366.19616714,4047.9370519,160.37816156,1066.86503078,646378.56480745,-0.8607506,99.49548,-1.1,2667570.13935877,162554.649710269
2016-04,1.0931,1.09594,0.964,0.9628,616130.4372301,41289.23506859,1350.11182373,4003.78043047,157.49611514,885.52292953,668578.0977402,-0.3518723,99.54415,-1,2671419.3,162907.1
2016-05,1.1054,1.10358,0.9772,0.9914,624227.2402956,40161.41413669,1359.0188257,4027.46219835,152.84786204,914.60049683,675406.11613574,-0.4399569,99.62982,-1.25,2676026.54136891,163003.381781528
2016-06,1.0901,1.08836,0.97,0.9793,635269.63966061,43064.04237263,1351.90877176,4098.71901255,140.22877067,1206.53378948,689594.80171529,-0.374045,99.71149,-1.75,2681234.49309513,162893.165425222
2016-07,1.0867,1.08441,0.9821,0.9774,641049.82619702,43546.49827836,1339.80641827,4046.8334085,136.64883294,977.38708469,695519.7748831,-0.202861,99.72446,-1,2686742.8,162679.7
2016-08,1.0876,1.09561,0.9703,0.9826,656555.38179573,43071.68647199,1357.54497957,4064.42645598,136.40316498,964.0142332,710610.41475638,-0.1430682,99.6892,-3.65,2692301.16610131,162449.026396625
2016-09,1.0922,1.08288,0.9743,0.9684,666227.50357418,42925.73290505,1329.12003268,4065.1741566,133.79304286,1179.85071777,720271.98002412,-0.1814716,99.6811,-0.95,2697859.53220263,162218.35279325
2016-10,1.0883,1.08275,0.9867,0.9884,664465.22109121,42146.27598378,1334.40626689,4068.23296023,130.1724204,871.28233883,717433.02224574,-0.2127681,99.68413,-0.85,2703417.89830394,161987.679189875
2016-11,1.0759,1.07818,0.9958,1.0128,683305.93579468,40090.53749445,1345.98420362,4003.37979982,166.53873546,849.08052877,734215.65756279,-0.3383042,99.71061,-0.9,2708976.26440525,161757.0055865
2016-12,1.0754,1.07371,1.0193,1.016,696104.16238063,39400.34942063,1341.15985865,3997.6323635,155.41026003,1097.05792699,746501.96675856,-0.0067,99.77732,-0.9,2714534.63050658,161526.331983125
2017-01,1.0713,1.06539,1.0086,0.9954,674519.82062207,40056.38619853,1328.32389665,3934.36878242,152.11225296,855.59888524,725200.26214401,0.3489557,99.84537,-0.9,2720092.99660788,161295.65837975
